id,student_name,house,potions,herbology,darkarts,flying
2550,Wizard659,Hufflepuff,76,63,50,62
2551,Wizard3408,Hufflepuff,70,48,82,72
2552,Wizard561,Hufflepuff,50,47,70,53
2553,Wizard1928,Hufflepuff,61,78,81,54
2554,Wizard3690,Ravenclaw,96,95,100,98
2555,Molly Malfoy,Slytherin,94,84,86,95
2556,Wizard1715,Hufflepuff,45,82,61,43
2557,Salazar Hagrid,Slytherin,87,75,75,73
2558,Wizard883,Slytherin,80,73,83,82
2559,Wizard3157,Ravenclaw,100,93,91,88
2560,Wizard3624,Ravenclaw,90,87,92,99
2561,Wizard3824,Ravenclaw,90,94,96,93
2562,Wizard2988,Gryffindor,66,68,56,67
2563,Wizard199,Slytherin,94,91,73,75
2564,Wizard1878,Slytherin,71,91,70,95
2565,Wizard2495,Ravenclaw,94,95,93,97
2566,Wizard2322,Slytherin,77,82,95,72
2567,Newt McGonagall,Gryffindor,69,64,88,55
2568,Wizard3479,Ravenclaw,86,97,97,95
2569,Wizard2264,Slytherin,95,75,74,83
2570,Wizard1538,Hufflepuff,45,62,56,48
2571,Wizard2306,Hufflepuff,77,44,73,78
2572,Wizard3189,Slytherin,94,77,91,79
2573,Wizard2778,Slytherin,71,87,74,72
2574,Sirius Lestrange,Slytherin,85,90,86,92
2575,Wizard3068,Ravenclaw,97,90,98,93
2576,Wizard1991,Hufflepuff,46,77,51,46
2577,Wizard2355,Gryffindor,82,76,87,57
2578,Theseus Hooch,Gryffindor,76,85,83,54
2579,Kingsley Lovegood,Ravenclaw,88,92,100,85
2580,Leta Goyle,Gryffindor,71,70,57,70
2581,Helga Carrow,Ravenclaw,90,88,97,90
2582,Wizard1451,Slytherin,91,76,81,76
2583,Wizard643,Hufflepuff,44,79,84,51
2584,Wizard1034,Gryffindor,84,64,67,72
2585,Wizard920,Gryffindor,86,61,90,68
2586,Bathilda Hooch,Ravenclaw,94,91,93,88
2587,Wizard999,Ravenclaw,98,94,96,89
2588,Theseus Crabbe,Gryffindor,82,60,66,57
2589,Wizard1698,Slytherin,74,91,82,70
2590,Wizard3705,Hufflepuff,75,74,76,77
2591,Wizard3958,Ravenclaw,86,87,90,94
2592,Wizard1445,Hufflepuff,66,55,65,79
2593,Severus Slughorn,Hufflepuff,52,63,81,52
2594,Wizard2665,Gryffindor,81,75,77,85
2595,Wizard1378,Ravenclaw,85,97,91,86
2596,Wizard1832,Slytherin,83,78,86,71
2597,Wizard3170,Hufflepuff,78,68,78,79
2598,Wizard1755,Gryffindor,68,63,79,60
2599,Wizard3899,Gryffindor,69,82,86,83
2600,Wizard3772,Gryffindor,63,56,52,54
2601,Hepzibah Dumbledore,Slytherin,71,84,84,78
2602,Bathilda Lestrange,Ravenclaw,93,88,92,100
2603,Wizard1173,Hufflepuff,84,81,43,50
2604,Wizard2139,Slytherin,91,73,78,71
2605,Dilys Lovegood,Hufflepuff,54,77,67,46
2606,Wizard2001,Slytherin,75,82,87,86
2607,Helga Dumbledore,Slytherin,73,70,70,71
2608,Wizard4010,Slytherin,82,70,91,89
2609,Wizard1769,Gryffindor,68,69,79,50
2610,Wizard2671,Hufflepuff,85,42,68,83
2611,Wizard425,Ravenclaw,92,92,95,89
2612,Wizard2518,Ravenclaw,92,91,97,97
2613,Remus Yaxley,Hufflepuff,77,66,71,78
2614,Wizard2270,Ravenclaw,96,95,97,96
2615,Newt Greengrass,Ravenclaw,98,94,91,100
2616,Wizard2260,Ravenclaw,88,88,94,89
2617,Wizard2315,Gryffindor,57,68,55,52
2618,Wizard355,Ravenclaw,99,100,94,93
2619,Wizard3030,Ravenclaw,95,87,91,91
2620,Wizard237,Gryffindor,82,90,76,90
2621,Bridget Parkinson,Gryffindor,50,81,90,63
2622,Wizard3219,Hufflepuff,61,57,61,42
2623,Wizard2016,Ravenclaw,88,91,87,98
2624,Wizard2465,Gryffindor,90,82,80,90
2625,Bridget Lovegood,Ravenclaw,88,97,96,93
2626,Wizard3723,Ravenclaw,90,87,89,87
2627,Sirius Selwyn,Ravenclaw,94,85,93,97
2628,Wizard3540,Slytherin,90,93,84,71
2629,Wizard3139,Gryffindor,50,78,77,50
2630,Wizard2033,Slytherin,88,86,90,78
2631,Wizard1804,Hufflepuff,48,46,64,78
2632,Wizard2796,Ravenclaw,99,90,96,88
2633,Wizard2237,Gryffindor,74,51,82,72
2634,Wizard1552,Gryffindor,54,71,59,66
2635,Wizard1978,Slytherin,81,94,88,73
2636,Wizard4005,Hufflepuff,43,61,60,43
2637,Wizard3625,Hufflepuff,53,75,45,68
2638,Wizard584,Hufflepuff,71,83,60,42
2639,Wizard2884,Gryffindor,82,78,80,67
2640,Wizard2353,Gryffindor,67,84,80,68
2641,Theseus Snape,Hufflepuff,79,64,79,75
2642,Wizard2113,Gryffindor,65,81,75,75
2643,Wizard2830,Slytherin,84,71,85,89
2644,Wizard3513,Hufflepuff,64,65,69,83
2645,Wizard1502,Gryffindor,90,74,69,60
2646,Wizard1180,Ravenclaw,87,92,98,86
2647,Wizard2215,Ravenclaw,94,94,100,93
2648,Wizard291,Slytherin,84,72,80,82
2649,Percy Zabini,Ravenclaw,91,85,93,93
2650,Wizard567,Gryffindor,87,56,58,50
2651,Molly Goyle,Gryffindor,71,56,78,52
2652,Wizard385,Hufflepuff,47,44,43,42
2653,Wizard307,Slytherin,89,72,79,91
2654,Wizard1686,Ravenclaw,97,85,94,98
2655,Wizard2867,Slytherin,77,74,82,95
2656,Wizard3615,Gryffindor,66,54,76,79
2657,Wizard1471,Slytherin,84,85,79,76
2658,Wizard370,Slytherin,80,78,93,71
2659,Molly McGonagall,Ravenclaw,87,86,93,93
2660,Wizard3584,Ravenclaw,96,92,87,86
2661,Wizard2744,Hufflepuff,57,83,63,61
2662,Wizard3574,Hufflepuff,74,78,46,76
2663,Wizard3037,Slytherin,88,89,79,71
2664,Wizard265,Ravenclaw,87,85,92,89
2665,Wizard607,Ravenclaw,90,97,88,95
2666,Newt Weasley,Hufflepuff,79,84,65,77
2667,Wizard2281,Slytherin,77,86,82,76
2668,Wizard3382,Gryffindor,71,58,58,79
2669,Wizard1839,Gryffindor,58,51,75,57
2670,Wizard1818,Hufflepuff,80,62,85,72
2671,Wizard3155,Slytherin,74,72,80,78
2672,Wizard51,Ravenclaw,96,90,100,90
2673,Wizard1718,Slytherin,75,85,72,77
2674,Wizard2423,Hufflepuff,42,68,71,48
2675,Wizard1799,Ravenclaw,87,91,97,91
2676,Wizard1909,Slytherin,71,86,82,85
2677,Wizard3482,Ravenclaw,97,85,96,92
2678,Wizard461,Slytherin,74,87,87,85
2679,Wizard1628,Hufflepuff,77,61,70,73
2680,Wizard464,Ravenclaw,99,87,86,85
2681,Wizard3324,Ravenclaw,85,100,87,89
2682,Wizard1140,Ravenclaw,91,94,100,90
2683,Wizard3171,Hufflepuff,43,71,74,48
2684,Wizard1831,Hufflepuff,72,63,46,71
2685,Wizard3234,Ravenclaw,98,87,91,87
2686,Wizard3962,Slytherin,80,71,76,71
2687,Wizard3168,Hufflepuff,65,56,56,84
2688,Salazar Pucey,Gryffindor,74,86,83,83
2689,Godric Hagrid,Hufflepuff,73,58,66,71
2690,Wizard3126,Ravenclaw,92,95,99,85
2691,Wizard2923,Slytherin,80,80,72,70
2692,Wizard3233,Ravenclaw,89,90,92,88
2693,Wizard670,Hufflepuff,55,67,47,76
2694,Dilys Carrow,Ravenclaw,96,90,89,87
2695,Wizard402,Gryffindor,66,85,77,78
2696,Wizard315,Ravenclaw,98,100,92,95
2697,Wizard9,Slytherin,83,88,85,91
2698,Severus Carrow,Slytherin,72,89,92,83
2699,Wizard2060,Slytherin,70,85,88,83
2700,Albus Riddle,Ravenclaw,86,97,91,94
2701,Wizard1512,Ravenclaw,85,100,90,100
2702,Wizard273,Gryffindor,62,72,62,87
2703,Wizard2685,Slytherin,70,89,71,95
2704,Wizard2987,Hufflepuff,42,58,52,43
2705,Bellatrix Malfoy,Gryffindor,66,61,84,65
2706,Remus Pucey,Gryffindor,61,58,57,84
2707,Wizard2379,Ravenclaw,89,91,95,92
2708,Wizard3984,Ravenclaw,86,85,93,92
2709,Wizard1713,Slytherin,85,80,87,88
2710,Wizard1332,Gryffindor,90,68,84,58
2711,Wizard1202,Hufflepuff,43,44,78,62
2712,Remus Bones,Gryffindor,72,58,60,82
2713,Wizard2252,Slytherin,72,79,94,86
2714,Wizard3065,Slytherin,74,95,92,91
2715,Wizard2143,Slytherin,81,72,90,92
2716,Wizard1039,Slytherin,81,72,75,74
2717,Wizard2365,Ravenclaw,94,100,100,97
2718,Bathilda Riddle,Slytherin,82,77,84,91
2719,Wizard1269,Slytherin,89,75,89,76
2720,Wizard1365,Slytherin,78,89,71,89
2721,Wizard3596,Gryffindor,68,62,90,89
2722,Wizard250,Slytherin,73,89,74,84
2723,Wizard622,Gryffindor,70,75,55,69
2724,Wizard3019,Hufflepuff,43,52,74,63
2725,Wizard482,Gryffindor,59,78,69,83
2726,Wizard2042,Slytherin,75,88,77,70
2727,Wizard3354,Ravenclaw,92,94,98,91
2728,Wizard4029,Slytherin,80,80,79,81
2729,Wizard452,Hufflepuff,74,84,40,72
2730,Wizard263,Slytherin,82,73,71,87
2731,Wizard4086,Ravenclaw,87,88,93,90
2732,Wizard1372,Gryffindor,57,88,59,86
2733,Wizard1569,Hufflepuff,40,45,76,57
2734,Wizard1303,Ravenclaw,88,86,87,100
2735,Minerva Yaxley,Slytherin,90,76,95,91
2736,Wizard1845,Slytherin,82,94,90,72
2737,Wizard1756,Ravenclaw,91,91,94,98
2738,Arthur Diggory,Gryffindor,82,84,89,59
2739,Wizard1841,Ravenclaw,96,98,100,99
2740,Lucius Crouch,Hufflepuff,76,67,63,65
2741,Wizard866,Hufflepuff,65,73,67,44
2742,Wizard2862,Ravenclaw,86,100,99,92
2743,Wizard2250,Hufflepuff,51,49,84,67
2744,Wizard3332,Gryffindor,89,72,88,86
2745,Wizard829,Ravenclaw,89,92,100,85
2746,Wizard1826,Gryffindor,52,77,60,53
2747,Wizard1391,Slytherin,95,74,88,73
2748,Wizard3088,Hufflepuff,68,48,77,61
2749,Albus Parkinson,Gryffindor,84,87,65,76
2750,Wizard3345,Slytherin,82,72,82,78
2751,Wizard1023,Ravenclaw,96,86,91,95
2752,Wizard2870,Hufflepuff,41,40,56,78
2753,Theseus Crouch,Ravenclaw,99,96,94,97
2754,Wizard1003,Gryffindor,79,56,53,69
2755,Wizard2196,Slytherin,85,85,89,92
2756,Wizard673,Hufflepuff,57,57,41,44
2757,Wizard3521,Ravenclaw,93,85,85,95
2758,Wizard2998,Hufflepuff,58,62,78,82
2759,Wizard3878,Slytherin,84,90,79,91
2760,Wizard3230,Hufflepuff,63,75,53,41
2761,Wizard2376,Slytherin,83,75,85,80
2762,Wizard43,Gryffindor,59,82,80,56
2763,Hepzibah Diggory,Slytherin,95,88,83,74
2764,Wizard3719,Hufflepuff,70,44,73,78
2765,Wizard2095,Hufflepuff,70,68,82,72
2766,Wizard2654,Hufflepuff,41,43,40,48
2767,Wizard3612,Gryffindor,85,53,53,55
2768,Wizard2659,Ravenclaw,87,94,98,100
2769,Wizard2381,Hufflepuff,49,47,73,49
2770,Wizard3060,Hufflepuff,70,83,62,50
2771,Wizard343,Ravenclaw,99,100,91,94
2772,Wizard2569,Ravenclaw,85,88,93,92
2773,Wizard1798,Hufflepuff,62,44,76,44
2774,Percy Parkinson,Ravenclaw,96,100,100,87
2775,Wizard3618,Hufflepuff,54,66,63,71
2776,Wizard1941,Gryffindor,62,57,59,79
2777,Wizard3793,Hufflepuff,42,44,55,81
2778,Bridget Shacklebolt,Gryffindor,54,90,78,62
2779,Wizard2560,Hufflepuff,59,47,80,53
2780,Wizard1319,Ravenclaw,99,92,93,98
2781,Wizard1005,Gryffindor,76,80,71,72
2782,Wizard988,Hufflepuff,78,43,48,63
2783,Wizard473,Slytherin,93,88,74,84
2784,Wizard3712,Ravenclaw,90,86,100,87
2785,Wizard3543,Gryffindor,53,71,59,61
2786,Wizard1447,Slytherin,76,93,93,86
2787,Wizard1015,Gryffindor,68,53,57,67
2788,Wizard3020,Gryffindor,53,85,66,56
2789,Wizard1534,Gryffindor,79,57,53,75
2790,Wilhelmina Diggory,Slytherin,95,72,85,72
2791,Arthur Lestrange,Ravenclaw,98,86,90,93
2792,Wizard2273,Hufflepuff,78,50,47,62
2793,Wizard3210,Ravenclaw,85,99,87,98
2794,Wizard1695,Gryffindor,62,85,69,51
2795,Wizard3533,Gryffindor,63,90,79,57
2796,Wizard2694,Hufflepuff,59,79,54,57
2797,Wizard1349,Slytherin,74,80,90,91
2798,Wizard783,Gryffindor,86,87,73,77
2799,Lucius Bones,Gryffindor,72,74,61,62
2800,Wizard2753,Slytherin,93,75,74,87
2801,Horace Tonks,Ravenclaw,100,87,98,89
2802,Wizard301,Ravenclaw,90,89,91,96
2803,Wizard3442,Slytherin,82,85,79,81
2804,Wizard2608,Hufflepuff,40,63,43,80
2805,Wizard846,Gryffindor,68,51,50,83
2806,Filius Snape,Gryffindor,50,54,52,78
2807,Wizard633,Slytherin,94,88,95,92
2808,Wizard3628,Hufflepuff,66,83,85,54
2809,Dilys Diggory,Slytherin,91,87,85,86
2810,Wizard1028,Hufflepuff,48,85,71,74
2811,Wizard4098,Slytherin,80,75,93,90
2812,Wizard3028,Gryffindor,89,87,71,63
2813,Wizard1754,Slytherin,76,88,90,72
2814,Wizard908,Gryffindor,60,84,54,86
2815,Wizard2876,Slytherin,95,75,78,94
2816,Wizard2104,Gryffindor,57,56,90,81
2817,Rubeus Weasley,Hufflepuff,60,45,58,69
2818,Wizard3281,Ravenclaw,99,90,99,92
2819,Wizard758,Slytherin,92,84,95,83
2820,Wizard1026,Ravenclaw,90,93,90,98
2821,Wizard843,Slytherin,92,72,78,93
2822,Wizard3288,Hufflepuff,41,78,84,74
2823,Bridget Flitwick,Gryffindor,51,88,66,69
2824,Leta Greengrass,Ravenclaw,88,87,91,90
2825,Wizard3797,Gryffindor,80,85,88,63
2826,Wizard2555,Slytherin,95,87,89,94
2827,Wizard797,Gryffindor,70,53,78,73
2828,Wizard516,Gryffindor,75,79,72,79
2829,Tom Goyle,Slytherin,88,88,94,74
2830,Wizard1232,Gryffindor,77,54,80,83
2831,Wizard1071,Gryffindor,57,52,69,57
2832,Wizard369,Gryffindor,63,71,72,52
2833,Wizard2716,Gryffindor,73,77,56,60
2834,Wizard3981,Ravenclaw,85,92,98,94
2835,Wizard2641,Slytherin,86,74,73,95
2836,Wizard456,Hufflepuff,40,75,71,57
2837,Wizard2864,Hufflepuff,54,62,56,60
2838,Wizard503,Hufflepuff,73,66,49,81
2839,Wizard705,Hufflepuff,59,57,61,40
2840,Rubeus Slughorn,Hufflepuff,76,57,45,56
2841,Wizard3374,Slytherin,84,89,75,92
2842,Filius Crouch,Hufflepuff,61,42,59,68
2843,Godric Parkinson,Hufflepuff,44,46,40,59
2844,Wizard594,Hufflepuff,73,54,56,76
2845,Wizard873,Ravenclaw,98,95,93,97
2846,Wizard3166,Ravenclaw,96,88,89,94
2847,Wizard3960,Slytherin,79,87,90,74
2848,Wizard1095,Slytherin,84,86,79,92
2849,Wizard2258,Ravenclaw,89,90,100,91
2850,Wizard3504,Hufflepuff,42,57,85,74
2851,Wizard1500,Slytherin,89,72,88,91
2852,Wizard3075,Ravenclaw,95,91,88,89
2853,Wizard3072,Slytherin,75,76,87,70
2854,Wizard2067,Ravenclaw,98,91,86,100
2855,Wizard1954,Ravenclaw,86,89,88,91
2856,Wizard3459,Hufflepuff,68,81,41,66
2857,Wizard2191,Hufflepuff,68,81,57,77
2858,Wizard2882,Ravenclaw,97,92,97,87
2859,Wizard806,Ravenclaw,93,100,90,92
2860,Wizard190,Hufflepuff,62,70,62,41
2861,Wizard3025,Slytherin,86,82,78,95
2862,Wizard3188,Ravenclaw,92,95,88,95
2863,Wizard3987,Hufflepuff,76,48,55,81
2864,Wizard418,Hufflepuff,79,40,62,46
2865,Godric Malfoy,Hufflepuff,53,55,68,43
2866,Wizard763,Ravenclaw,91,93,96,89
2867,Wizard3955,Gryffindor,71,58,73,70
2868,Kingsley Slughorn,Ravenclaw,90,90,88,93
2869,Wizard1949,Ravenclaw,88,92,87,97
2870,Wizard2515,Gryffindor,54,90,88,65
2871,Wizard1053,Hufflepuff,73,55,53,67
2872,Wizard3118,Slytherin,70,95,84,93
2873,Wizard2108,Gryffindor,68,86,77,69
2874,Kingsley Snape,Gryffindor,86,89,62,54
2875,Wizard358,Gryffindor,56,67,85,55
2876,Wizard2142,Ravenclaw,86,91,99,99
2877,Wizard3587,Hufflepuff,64,80,69,49
2878,Bridget Malfoy,Ravenclaw,96,93,96,85
2879,Wizard3601,Hufflepuff,48,46,63,66
2880,Minerva Snape,Hufflepuff,67,54,49,60
2881,Wizard1935,Ravenclaw,86,96,97,98
2882,Wizard1600,Gryffindor,85,77,77,54
2883,Wizard1146,Hufflepuff,62,55,75,44
2884,Wizard830,Hufflepuff,52,54,56,74
2885,Wizard2205,Hufflepuff,49,64,60,61
2886,Wizard1129,Ravenclaw,97,100,91,90
2887,Wizard2405,Gryffindor,68,86,72,57
2888,Nymphadora Malfoy,Slytherin,77,76,74,88
2889,Wizard3034,Hufflepuff,42,50,57,45
2890,Wizard112,Slytherin,88,84,90,79
2891,Wizard1262,Hufflepuff,80,48,79,76
2892,Wizard15,Hufflepuff,54,45,43,58
2893,Percy Peverell,Slytherin,89,80,76,80
2894,Wizard486,Hufflepuff,81,55,58,59
2895,Wizard1843,Slytherin,83,82,94,79
2896,Wizard445,Hufflepuff,56,56,81,54
2897,Wizard3127,Ravenclaw,94,96,88,89
2898,Wizard2296,Ravenclaw,95,94,100,91
2899,Wizard867,Slytherin,72,70,89,80
2900,Minerva Slughorn,Hufflepuff,52,81,66,63
2901,Wizard2464,Hufflepuff,56,47,60,60
2902,Wizard278,Gryffindor,72,90,70,86
2903,Wizard1498,Hufflepuff,75,79,63,50
2904,Wizard2934,Gryffindor,65,57,79,72
2905,Bridget McGonagall,Gryffindor,73,59,57,61
2906,Wizard2983,Gryffindor,54,64,82,65
2907,Wizard3529,Hufflepuff,50,69,75,67
2908,Wizard3798,Gryffindor,62,86,50,63
2909,Wizard3231,Hufflepuff,43,46,42,82
2910,Hepzibah Yaxley,Hufflepuff,74,67,82,49
2911,Wizard4050,Ravenclaw,92,99,94,92
2912,Wizard3747,Gryffindor,80,71,54,90
2913,Wizard1121,Gryffindor,77,64,61,84
2914,Wizard2603,Ravenclaw,88,88,99,92
2915,Wizard1442,Hufflepuff,84,66,85,79
2916,Wizard210,Ravenclaw,85,91,99,89
2917,Wizard2885,Ravenclaw,87,89,95,90
2918,Wizard1887,Ravenclaw,99,100,93,97
2919,Wizard609,Ravenclaw,100,89,86,97
2920,Severus Zabini,Ravenclaw,98,87,96,99
2921,Nymphadora McGonagall,Gryffindor,67,85,90,76
2922,Wilhelmina Hagrid,Ravenclaw,100,93,98,92
2923,Wizard2062,Ravenclaw,89,97,100,89
2924,Wizard737,Ravenclaw,93,94,92,85
2925,Wizard1678,Slytherin,92,71,86,81
2926,Wizard217,Hufflepuff,72,72,83,66
2927,Wizard1562,Hufflepuff,57,82,49,72
2928,Wizard1054,Hufflepuff,53,55,46,70
2929,Albus Flitwick,Gryffindor,81,83,90,84
2930,Wizard3763,Ravenclaw,100,93,98,90
2931,Wizard694,Slytherin,77,76,89,78
2932,Nymphadora Carrow,Hufflepuff,82,40,62,41
2933,Wizard258,Slytherin,91,71,87,79
2934,Wizard893,Slytherin,88,80,87,70
2935,Horace Bones,Slytherin,74,90,93,94
2936,Bridget Dumbledore,Ravenclaw,93,98,85,85
2937,Wizard380,Slytherin,74,78,70,75
2938,Percy Snape,Ravenclaw,97,89,87,87
2939,Wizard1231,Gryffindor,60,50,79,73
2940,Salazar Yaxley,Ravenclaw,89,97,98,97
2941,Wizard3292,Hufflepuff,62,53,69,69
2942,Wizard101,Hufflepuff,82,79,70,78
2943,Sirius McGonagall,Hufflepuff,41,74,84,60
2944,Wizard1993,Slytherin,91,73,89,88
2945,Wizard1322,Gryffindor,53,66,75,89
2946,Remus Tonks,Gryffindor,87,53,78,62
2947,Theseus Selwyn,Slytherin,91,80,79,89
2948,Wizard3688,Ravenclaw,90,97,95,88
2949,Wizard787,Gryffindor,86,69,50,52
2950,Wizard3503,Ravenclaw,88,100,93,87
2951,Wizard2847,Hufflepuff,75,43,59,65
2952,Wizard566,Gryffindor,63,86,78,62
2953,Wizard3049,Hufflepuff,76,55,47,80
2954,Wizard1707,Slytherin,84,86,73,72
2955,Wizard1525,Slytherin,71,91,92,80
2956,Wizard2239,Hufflepuff,84,76,68,51
2957,Wizard3998,Hufflepuff,55,61,44,70
2958,Wizard2822,Ravenclaw,91,98,96,100
2959,Wizard1639,Ravenclaw,87,93,90,86
2960,Wizard3500,Ravenclaw,97,86,90,98
2961,Wizard3890,Ravenclaw,95,95,88,85
2962,Wizard549,Slytherin,72,89,86,78
2963,Wizard1720,Hufflepuff,82,49,49,51
2964,Wizard1624,Ravenclaw,98,99,91,98
2965,Wizard3896,Gryffindor,90,64,77,69
2966,Wizard3910,Slytherin,81,71,86,85
2967,Wizard1999,Hufflepuff,49,41,78,47
2968,Wizard3444,Gryffindor,89,71,68,88
2969,Wizard372,Hufflepuff,45,54,75,53
2970,Wizard1951,Hufflepuff,47,60,65,54
2971,Newt Flitwick,Gryffindor,51,66,79,89
2972,Wizard2153,Hufflepuff,73,44,59,83
2973,Wizard750,Gryffindor,89,89,63,58
2974,Wizard4055,Hufflepuff,81,75,76,61
2975,Wizard4007,Gryffindor,80,86,60,53
2976,Wizard864,Ravenclaw,87,98,90,98
2977,Wizard2604,Ravenclaw,96,94,92,90
2978,Wizard3368,Gryffindor,77,79,51,55
2979,Wizard1394,Ravenclaw,93,90,92,95
2980,Wizard1621,Gryffindor,59,70,66,84
2981,Newt Dumbledore,Hufflepuff,65,45,77,75
2982,Wizard524,Slytherin,81,89,87,83
2983,Wizard1598,Slytherin,75,89,76,85
2984,Wizard3928,Gryffindor,56,61,78,84
2985,Wizard2688,Slytherin,94,83,81,70
2986,Wizard1977,Gryffindor,56,69,63,67
2987,Wizard1594,Gryffindor,90,55,87,52
2988,Bellatrix Riddle,Slytherin,90,77,70,73
2989,Wizard1061,Slytherin,92,77,79,86
2990,Wizard422,Slytherin,85,77,79,75
2991,Wizard3754,Gryffindor,51,80,60,66
2992,Wizard1355,Slytherin,76,83,72,94
2993,Wizard2214,Slytherin,88,79,72,73
2994,Nymphadora Riddle,Slytherin,92,87,82,76
2995,Salazar Lupin,Slytherin,86,87,82,95
2996,Newt Pucey,Ravenclaw,93,91,85,88
2997,Wizard1851,Hufflepuff,48,51,82,61
2998,Percy Grindelwald,Slytherin,82,89,84,82
2999,Wizard1142,Gryffindor,60,80,56,54
3000,Wulfric Flitwick,Ravenclaw,92,89,88,95
3001,Wizard3313,Gryffindor,66,56,58,70
3002,Wizard720,Ravenclaw,86,86,85,87
3003,Wizard2325,Slytherin,79,92,77,75
3004,Wizard3448,Slytherin,90,79,95,79
3005,Nymphadora Grindelwald,Hufflepuff,71,71,56,66
3006,Wizard1092,Slytherin,76,82,88,76
3007,Wizard912,Hufflepuff,80,71,80,85
3008,Wizard1123,Gryffindor,65,83,57,75
3009,Wizard2723,Slytherin,76,82,92,91
3010,Wizard1721,Slytherin,84,86,80,81
3011,Wizard2961,Ravenclaw,86,92,92,92
3012,Wizard3134,Slytherin,88,95,75,81
3013,Wizard2039,Hufflepuff,82,51,82,41
3014,Wizard3112,Ravenclaw,99,91,88,99
3015,Wizard4095,Hufflepuff,81,42,52,77
3016,Wizard3639,Ravenclaw,88,97,93,90
3017,Wizard1434,Slytherin,81,72,87,73
3018,Wizard2336,Slytherin,84,91,70,92
3019,Wizard1062,Ravenclaw,100,100,96,94
3020,Wizard3777,Slytherin,82,80,77,71
3021,Remus Lupin,Ravenclaw,90,89,90,95
3022,Wizard2089,Hufflepuff,70,75,43,76
3023,Wizard2050,Hufflepuff,46,65,79,45
3024,Wizard1174,Gryffindor,82,68,72,76
3025,Wizard537,Ravenclaw,95,89,93,97
3026,Wizard2875,Hufflepuff,78,57,46,51
3027,Wizard3179,Slytherin,89,81,73,92
3028,Wizard2134,Gryffindor,50,81,56,52
3029,Wizard1866,Slytherin,73,76,79,94
3030,Wizard55,Hufflepuff,68,79,55,51
3031,Wizard3339,Slytherin,90,70,76,70
3032,Wizard3557,Ravenclaw,100,87,100,95
3033,Wizard2408,Slytherin,82,94,75,84
3034,Wizard3462,Gryffindor,77,81,65,66
3035,Wizard1739,Slytherin,92,81,88,77
3036,Wizard3694,Slytherin,85,76,95,85
3037,Wizard2080,Ravenclaw,93,96,97,93
3038,Bridget Riddle,Gryffindor,52,71,65,74
3039,Wizard3715,Gryffindor,64,61,71,79
3040,Wizard2431,Ravenclaw,87,86,100,88
3041,Wizard1347,Hufflepuff,53,62,52,52
3042,Wizard2029,Gryffindor,50,81,77,70
3043,Wizard3704,Hufflepuff,66,59,50,49
3044,Wizard3512,Gryffindor,58,56,85,78
3045,Wizard1912,Ravenclaw,90,89,86,90
3046,Wizard2152,Slytherin,84,77,77,70
3047,Wizard1341,Slytherin,76,92,92,74
3048,Nymphadora Diggory,Slytherin,75,75,90,72
3049,Wizard42,Gryffindor,87,75,89,61
3050,Minerva Grindelwald,Slytherin,78,93,85,88
3051,Wizard196,Hufflepuff,44,69,78,58
3052,Wizard4092,Slytherin,93,77,91,73
3053,Godric Hooch,Ravenclaw,88,100,96,88
3054,Wizard3786,Gryffindor,81,74,85,83
3055,Wizard3606,Slytherin,81,93,94,73
3056,Wizard3017,Hufflepuff,69,77,56,48
3057,Wizard2289,Slytherin,79,81,74,86
3058,Wizard540,Slytherin,80,89,81,80
3059,Wizard240,Gryffindor,50,74,80,58
3060,Wizard2510,Slytherin,83,85,74,93
3061,Wizard2274,Gryffindor,89,56,90,50
3062,Wizard451,Hufflepuff,82,85,59,84
3063,Wizard3614,Ravenclaw,88,93,85,99
3064,Lucius Weasley,Slytherin,94,81,75,94
3065,Wizard2483,Ravenclaw,86,93,100,88
3066,Wizard1255,Gryffindor,54,86,72,70
3067,Wizard586,Slytherin,94,70,73,86
3068,Wizard2300,Ravenclaw,97,92,90,95
3069,Arthur Grindelwald,Hufflepuff,44,75,52,56
3070,Wizard1633,Gryffindor,82,57,68,70
3071,Wizard4085,Slytherin,85,83,90,86
3072,Wizard3278,Ravenclaw,98,100,100,94
3073,Wizard406,Hufflepuff,69,41,46,42
3074,Molly Shacklebolt,Hufflepuff,60,46,57,55
3075,Wizard748,Ravenclaw,99,86,95,99
3076,Wizard57,Ravenclaw,96,87,86,89
3077,Wizard2003,Slytherin,80,86,72,88
3078,Wizard2286,Hufflepuff,71,51,47,53
3079,Wizard1541,Slytherin,84,81,70,78
3080,Wizard2938,Slytherin,74,74,80,83
3081,Wizard1013,Gryffindor,90,56,52,62
3082,Bellatrix Greengrass,Slytherin,94,81,75,77
3083,Wizard3963,Hufflepuff,74,82,81,56
3084,Wizard3275,Slytherin,82,78,74,86
3085,Wizard1068,Slytherin,80,72,94,81
3086,Newt Peverell,Slytherin,83,70,94,84
3087,Wizard3187,Gryffindor,51,64,70,89
3088,Wizard3782,Ravenclaw,92,100,93,87
3089,Wizard2948,Slytherin,88,79,81,89
3090,Wilhelmina McGonagall,Hufflepuff,62,79,79,60
3091,Wizard1861,Ravenclaw,88,86,93,91
3092,Wizard975,Slytherin,78,73,76,74
3093,Wizard3420,Hufflepuff,64,83,72,54
3094,Wizard2928,Hufflepuff,75,63,85,67
3095,Wizard1559,Slytherin,70,89,95,93
3096,Wizard2979,Gryffindor,65,51,50,51
